13261.82,13338.23,12969.42,13043.96,3452650000,13043.96
13044.12,13197.43,12968.44,13056.72,3429500000,13056.72
13046.56,13049.65,12740.51,12800.18,4166000000,12800.18
12801.15,12984.95,12640.44,12827.49,4221260000,12827.49
12820.9,12998.11,12511.03,12589.07,4705390000,12589.07
12590.21,12814.97,12431.53,12735.31,5351030000,12735.31
12733.11,12931.29,12632.15,12853.09,5170490000,12853.09
12850.74,12863.34,12495.91,12606.3,4495840000,12606.3
12613.78,12866.1,12596.95,12778.15,3682090000,12778.15
12777.5,12777.5,12425.92,12501.11,4601640000,12501.11
12476.81,12699.05,12294.48,12466.16,5440620000,12466.16
12467.05,12597.85,12089.38,12159.21,5303130000,12159.21
12159.94,12441.85,11953.71,12099.3,6004840000,12099.3
12092.72,12167.42,11508.74,11971.19,6544690000,11971.19
11969.08,12339.1,11530.12,12270.17,3241680000,12270.17
12272.69,12522.82,12114.83,12378.61,5735300000,12378.61
12391.7,12590.69,12103.61,12207.17,4882250000,12207.17
12205.71,12423.81,12061.42,12383.89,4100930000,12383.89
12385.19,12604.92,12262.29,12480.3,4232960000,12480.3
12480.14,12715.96,12311.55,12442.83,4742760000,12442.83
12438.28,12734.74,12197.09,12650.36,4970290000,12650.36
12638.17,12841.88,12510.05,12743.19,4650770000,12743.19
12743.11,12810.34,12557.61,12635.16,3495780000,12635.16
12631.85,12631.85,12234.97,12265.13,4315740000,12265.13
12257.25,12436.33,12142.14,12200.1,4008120000,12200.1
12196.2,12366.99,12045,12247,4589160000,12247
12248.47,12330.97,12058.01,12182.13,3768490000,12182.13
12181.89,12332.76,12006.79,12240.01,3593140000,12240.01
12241.56,12524.12,12207.9,12373.41,4044640000,12373.41
12368.12,12627.76,12354.22,12552.24,3856420000,12552.24
12551.51,12611.26,12332.03,12376.98,3644760000,12376.98
12376.66,12441.2,12216.68,12348.21,3583300000,12348.21
12349.59,12571.11,12276.81,12337.22,3613550000,12337.22
12333.31,12489.29,12159.42,12427.26,3870520000,12427.26
12426.85,12545.79,12225.36,12284.3,3696660000,12284.3
12281.09,12429.05,12116.92,12381.02,3572660000,12381.02
12380.77,12612.47,12292.03,12570.22,3866350000,12570.22
12569.48,12771.14,12449.08,12684.92,4096060000,12684.92
12683.54,12815.59,12527.64,12694.28,3904700000,12694.28
12689.28,12713.99,12463.32,12582.18,3938580000,12582.18
12579.58,12579.58,12210.3,12266.39,4426730000,12266.39
12264.36,12344.71,12101.29,12258.9,4117570000,12258.9
12259.14,12291.22,11991.06,12213.8,4757180000,12213.8
12204.93,12392.74,12105.36,12254.99,4277710000,12254.99
12254.59,12267.86,12010.03,12040.39,4323460000,12040.39
12039.09,12131.33,11778.66,11893.69,4565410000,11893.69
11893.04,11993.75,11691.47,11740.15,4261240000,11740.15
11741.33,12205.98,11741.33,12156.81,5109080000,12156.81
12148.61,12360.58,12037.79,12110.24,4414280000,12110.24
12096.49,12242.29,11832.88,12145.74,5073360000,12145.74
12146.39,12249.86,11781.43,11951.09,5153780000,11951.09
11946.45,12119.69,11650.44,11972.25,5683010000,11972.25
11975.92,12411.63,11975.92,12392.66,5335630000,12392.66
12391.52,12525.19,12077.27,12099.66,1203830000,12099.66
12102.43,12434.34,12024.68,12361.32,6145220000,12361.32
12361.97,12687.61,12346.17,12548.64,4499000000,12548.64
12547.34,12639.82,12397.62,12532.6,4145120000,12532.6
12531.79,12531.79,12309.62,12422.86,4055670000,12422.86
12421.88,12528.13,12264.76,12302.46,4037930000,12302.46
12303.92,12441.67,12164.22,12216.4,3686980000,12216.4
12215.92,12384.84,12095.18,12262.89,4188990000,12262.89
12266.64,12693.93,12266.64,12654.36,4745120000,12654.36
12651.67,12790.28,12488.22,12608.92,4320440000,12608.92
12604.69,12734.97,12455.04,12626.03,3920100000,12626.03
12626.35,12738.3,12489.4,12609.42,3703100000,12609.42
12612.59,12786.83,12550.22,12612.43,3747780000,12612.43
12602.66,12664.38,12440.55,12576.44,3602500000,12576.44
12574.65,12686.93,12416.53,12527.26,3556670000,12527.26
12526.78,12705.9,12447.96,12581.98,3686150000,12581.98
12579.78,12579.78,12280.89,12325.42,3723790000,12325.42
12324.77,12430.86,12208.42,12302.06,3565020000,12302.06
12303.6,12459.36,12223.97,12362.47,3581230000,12362.47
12371.51,12670.56,12371.51,12619.27,4260370000,12619.27
12617.4,12725.93,12472.71,12620.49,3713880000,12620.49
12626.76,12965.47,12626.76,12849.36,4222380000,12849.36
12850.91,12902.69,12666.08,12825.02,3420570000,12825.02
12825.02,12870.86,12604.53,12720.23,3821900000,12720.23
12721.45,12883.8,12627,12763.22,4103610000,12763.22
12764.68,12979.88,12651.51,12848.95,4461660000,12848.95
12848.38,12987.29,12703.7,12891.86,3891150000,12891.86
12890.76,13015.62,12791.55,12871.75,3607000000,12871.75
12870.37,12970.27,12737.82,12831.94,3815320000,12831.94
12831.45,13052.91,12746.45,12820.13,4508890000,12820.13
12818.34,13079.94,12721.94,13010,4448780000,13010
13012.53,13191.49,12931.35,13058.2,3953030000,13058.2
13056.57,13105.75,12896.5,12969.54,3410090000,12969.54
12968.89,13071.07,12817.53,13020.83,3924100000,13020.83
13010.82,13097.77,12756.14,12814.35,4075860000,12814.35
12814.84,12965.95,12727.56,12866.78,3827550000,12866.78
12860.68,12871.75,12648.09,12745.88,3518620000,12745.88
12768.38,12903.33,12746.36,12876.05,3370630000,12876.05
12872.08,12957.65,12716.16,12832.18,4018590000,12832.18
12825.12,13037.44,12806.21,12898.38,3979370000,12898.38
12891.29,13028.16,12798.39,12992.66,3836480000,12992.66
12992.74,13069.52,12860.6,12986.8,3842590000,12986.8
12985.41,13170.97,12899.19,13028.16,3683970000,13028.16
13026.04,13026.04,12742.29,12828.68,3854320000,12828.68
12824.94,12926.71,12550.39,12601.19,4517990000,12601.19
12597.69,12743.68,12515.78,12625.62,3955960000,12625.62
12620.9,12637.43,12420.2,12479.63,3516380000,12479.63
12479.63,12626.84,12397.56,12548.35,3588860000,12548.35
12542.9,12693.77,12437.38,12594.03,3927240000,12594.03
12593.87,12760.21,12493.47,12646.22,3894440000,12646.22
12647.36,12750.84,12555.6,12638.32,3845630000,12638.32
12637.67,12645.4,12385.76,12503.82,3714320000,12503.82
12503.2,12620.98,12317.61,12402.85,4396380000,12402.85
12391.86,12540.37,12283.74,12390.48,4338640000,12390.48
12388.81,12652.81,12358.07,12604.45,4350790000,12604.45
12602.74,12602.74,12180.5,12209.81,4771660000,12209.81
12210.13,12406.36,12102.5,12280.32,4404570000,12280.32
12277.71,12425.98,12116.58,12289.76,4635070000,12289.76
12286.34,12317.2,12029.46,12083.77,4779980000,12083.77
12089.63,12337.72,12041.43,12141.58,4734240000,12141.58
12144.59,12376.72,12096.23,12307.35,4080420000,12307.35
12306.86,12381.44,12139.79,12269.08,3706940000,12269.08
12269.65,12378.67,12114.14,12160.3,3801960000,12160.3
12158.68,12212.33,11947.07,12029.06,4573570000,12029.06
